id,codigo,procedimento,descricao,disponivel,user_id,created_at,updated_at
,04.07.01.030-0,TRATAMENTO CIRÚRGICO DE VARIZES ESOFÁGICAS,,1,1,,
,04.07.01.031-9,TRATAMENTO ESCLEROSANTE / LIGADURA ELÁSTICA DE LESÂO HEMORRÁGICA DO APARELHO DIGESTIVO,,1,1,,
,04.07.01.032-7,TRATAMENTO ESCLEROSANTE DE LESÕES NÃO HEMORRÁGICAS DO APARELHO DIGESTIVO INCLUINDO LIGADURA ELÁSTICA,,1,1,,
,04.07.01.033-5,TRATAMETO CIRÚRGICO DE MEGAESÔFAGO SEM RESSECÇÃO/ CONSERVADOR,,1,1,,
,04.07.01.034-3,VAGOTOMIA COM OPERAÇÃO DE DRENAGEM,,1,1,,
,04.07.01.035-1,VAGOTOMIA SUPERSELETIVA / GÁSTRICA PROXIMAL,,1,1,,
,04.07.01.036-0,GASTRECTOMIA VERTICAL EM MANGA (SLEEVE,,1,1,,
,04.07.01.037-8,TRATAMENTO DE INTERCORRENCIAS CIRURGICA POS- CIRURGIA BARIÁTRICA,,1,1,,
,04.07.01.038-6,CIRURGIA BARIÁTRICA POR VIDEOLAPAROSCOPIA,,1,1,,
,04.07.02.001-2,AMPUTAÇÃO COMPLETA ABDOMINO-PERINEAL DO RETO,,1,1,,
,04.07.02.002-0,AMPUTAÇÃO POR PROCIDÊNCIA DE RETO,,1,1,,
,04.07.02.003-9,APENDICECTOMIA,,1,1,,
,04.07.02.004-7,APENDICECTOMIA VIDEOLAPAROSCÓPICA,,1,1,,
,04.07.02.005-5,CERCLAGEM DE ÂNUS,,1,1,,
,04.07.02.006-3,COLECTOMIA PARCIAL (HEMICOLECTOMIA,,1,1,,
,04.07.02.007-1,COLECTOMIA TOTAL,,1,1,,
,04.07.02.008-0,COLECTOMIA VIDEOLAPAROSCÓPICA,,1,1,,
,04.07.02.009-8,COLORRAFIA POR VIA ABDOMINAL,,1,1,,
,04.07.02.010-1,COLOSTOMIA,,1,1,,
,04.07.02.011-0,CRIPTECTOMIA ÚNICA / MÚLTIPLA,,1,1,,
,04.07.02.012-8,DILATAÇÃO DIGITAL / INSTRUMENTAL DO ÂNUS E/OU RETO,,1,1,,
,04.07.02.013-6,DRENAGEM DE ABSCESSO ANU-RETAL,,1,1,,
,04.07.02.014-4,DRENAGEM DE ABSCESSO ISQUIORRETAL,,1,1,,
,04.07.02.015-2,DRENAGEM DE HEMATOMA / ABSCESSO RETRO-RETAL,,1,1,,
,04.07.02.016-0,ELETROCAUTERIZACAO DE LESAO TRANSPARIETAL DE ANUS,,1,1,,
,04.07.02.017-9,ENTERECTOMIA,,1,1,,
,04.07.02.018-7,ENTEROANASTOMOSE (QUALQUER SEGMENTO,,1,1,,
,04.07.02.019-5,ENTEROPEXIA (QUALQUER SEGMENTO,,1,1,,
,04.07.02.020-9,ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECÇÃO (QUALQUER SEGMENTO,,1,1,,
,04.07.02.021-7,ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL,,1,1,,
,04.07.02.022-5,EXCISÃO DE LESÃO / TUMOR ANU-RETAL,,1,1,,
,04.07.02.023-3,EXCISÃO DE LESÃO INTESTINAL / MESENTÉRICA LOCALIZADA,,1,1,,
,04.07.02.024-1,FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO,,1,1,,
,04.07.02.025-0,FECHAMENTO DE FÍSTULA DE COLON,,1,1,,
,04.07.02.026-8,FECHAMENTO DE FÍSTULA DE RETO,,1,1,,
,04.07.02.027-6,FISTULECTOMIA / FISTULOTOMIA ANAL,,1,1,,
,04.07.02.028-4,HEMORROIDECTOMIA,,1,1,,
,04.07.02.029-2,HERNIORRAFIA COM RESSECÇÃO INTESTINAL (HERNIA ESTRANGULADA,,1,1,,
,04.07.02.030-6,JEJUNOSTOMIA / ILEOSTOMIA,,1,1,,
,04.07.02.031-4,LIGADURA ELÁSTICA DE HEMORROIDAS (SESSÃO,,1,1,,
,04.07.02.032-2,PLÁSTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL,,1,1,,
,04.07.02.033-0,PROCTOCOLECTOMIA TOTAL COM RESERVATÒRIO ILEAL,,1,1,,
,04.07.02.034-9,PROCTOPEXIA ABDOMINAL POR PROCIDÊNCIA DO RETO,,1,1,,
,04.07.02.035-7,PROCTOPLASTIA E PROCTORRAFIA POR VIA PERINEAL,,1,1,,
,04.07.02.036-5,REDUÇÃO CIRÚRGICA DE VOLVO POR LAPAROTOMIA,,1,1,,
,04.07.02.037-3,REDUÇÃO MANUAL DE PROCIDÊNCIA DE RETO,,1,1,,
,04.07.02.038-1,REMOÇÃO CIRÚRGICA DE FECALOMA,,1,1,,
,04.07.02.039-0,RETIRADA DE CORPO ESTRANHO / PÓLIPOS DO RETO / COLO SIGMÓIDE,,1,1,,
,04.07.02.040-3,RETOSSIGMOIDECTOMIA ABDOMINAL,,1,1,,
,04.07.02.041-1,RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL,,1,1,,
,04.07.02.042-0,TRATAMENTO CIRÚRGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO,,1,1,,
,04.07.02.043-8,TRATAMENTO CIRÚRGICO DE AUSENCIA DO RETO (ABDOMINO-PERINEAL,,1,1,,
,04.07.02.044-6,TRATAMENTO CIRÚRGICO DE ILEO MECONIAL,,1,1,,
,04.07.02.045-4,TRATAMENTO CIRURGICO DE IMPERFURACAO MEMBRANOSA DO ANUS,,1,1,,
,04.07.02.046-2,TRATAMENTO CIRÚRGICO DE MA ROTAÇÃO INTESTINAL,,1,1,,
,04.07.02.047-0,TRATAMENTO CIRÚRGICO DE PROLAPSO ANAL,,1,1,,
,04.07.02.048-9,TRATAMENTO CIRÚRGICO DE PRURIDO ANAL,,1,1,,
,04.07.02.049-7,TRATAMENTO ESCLEROSANTE DE HEMORROIDAS (POR SESSÃO,,1,1,,
,04.07.03.001-8,ANASTOMOSE BILEO-DIGESTIVA,,1,1,,
,04.07.03.002-6,COLECISTECTOMIA,,1,1,,
,04.07.03.003-4,COLECISTECTOMIA VIDEOLAPAROSCÓPICA,,1,1,,
,04.07.03.004-2,COLECISTOSTOMIA,,1,1,,
,04.07.03.005-0,COLEDOCOPLASTIA,,1,1,,
,04.07.03.006-9,COLEDOCOTOMIA COM OU SEM COLECISTECTOMIA,,1,1,,
,04.07.03.007-7,COLEDOCOTOMIA VIDEOLAPAROSCÓPICA,,1,1,,
,04.07.03.008-5,COLOCAÇÃO DE PRÓTESE BILIAR,,1,1,,
,04.07.03.009-3,DILATAÇÃO PERCUTÂNEA DE ESTENOSES E ANASTOMOSES BILIARES,,1,1,,
,04.07.03.010-7,DRENAGEM BILIAR PERCUTÂNEA EXTERNA,,1,1,,
,04.07.03.011-5,DRENAGEM BILIAR PERCUTÂNEA INTERNA,,1,1,,
,04.07.03.012-3,ESPLENECTOMIA,,1,1,,
,04.07.03.013-1,HEPATECTOMIA PARCIAL,,1,1,,
,04.07.03.014-0,HEPATORRAFIA,,1,1,,
,04.07.03.015-8,HEPATORRAFIA COMPLEXA COM LESÃO DE ESTRUTURAS VASCULARES BILIARES,,1,1,,
,04.07.03.016-6,HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO,,1,1,,
,04.07.03.017-4,MARSUPIALIZAÇÃO DE ABSCESSO / CISTO,,1,1,,
,04.07.03.018-2,PANCREATECTOMIA PARCIAL,,1,1,,
,04.07.03.019-0,PANCREATECTOMIA VIDEOLAPAROSCOPICA,,1,1,,
,04.07.03.020-4,PANCREATO-DUODENECTOMIA,,1,1,,
,04.07.03.021-2,PANCREATO-ENTEROSTOMIA,,1,1,,
,04.07.03.022-0,PANCREATOTOMIA PARA DRENAGEM,,1,1,,
,04.07.03.023-9,RETIRADA PERCUTÂNEA DE CÁLCULOS BILIARES,,1,1,,
,04.07.03.024-7,TRATAMENTO CIRÚRGICO DE CISTOS PANCREÁTICOS,,1,1,,
,04.07.03.025-5,COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA TERAPÊUTICA,,1,1,,
,04.07.04.001-3,DRENAGEM DE ABSCESSO PÉLVICO,,1,1,,
,04.07.04.002-1,DRENAGEM DE ABSCESSO SUBFRÊNICO,,1,1,,
,04.07.04.003-0,DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL,,1,1,,
,04.07.04.004-8,HERNIOPLASTIA DIAFRAGMÁTICA (VIA ABDOMINAL,,1,1,,
,04.07.04.005-6,HERNIOPLASTIA DIAFRAGMÁTICA (VIA TORÁCICA,,1,1,,
,04.07.04.006-4,HERNIOPLASTIA EPIGASTRICA,,1,1,,
,04.07.04.007-2,HERNIOPLASTIA EPIGASTRICA VIDEOLAPAROSCOPICA,,1,1,,
,04.07.04.008-0,HERNIOPLASTIA INCISIONAL,,1,1,,
,04.07.04.009-9,HERNIOPLASTIA INGUINAL (BILATERAL,,1,1,,
,04.07.04.010-2,HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL,,1,1,,
,04.07.04.011-0,HERNIOPLASTIA RECIDIVANTE,,1,1,,
,04.07.04.012-9,HERNIOPLASTIA UMBILICAL,,1,1,,
,04.07.04.013-7,HERNIORRAFIA INGUINAL VIDEOLAPAROSCÓPICA,,1,1,,
,04.07.04.014-5,HERNIORRAFIA SEM RESSECÇÃO INTESTINAL (HÉRNIA ESTRANGULADA ,,1,1,,
,04.07.04.015-3,HERNIORRAFIA UMBILICAL VIDEOLAPAROSCÓPICA,,1,1,,
,04.07.04.016-1,LAPAROTOMIA EXPLORADORA,,1,1,,
,04.07.04.017-0,LAPAROTOMIA VIDEOLAPAROSCÓPICA PARA DRENAGEM E/OU BIÓPSIA,,1,1,,
,04.07.04.018-8,LIBERAÇÃO DE ADERÊNCIAS INTESTINAIS,,1,1,,
,04.07.04.019-6,PARACENTESE ABDOMINAL,,1,1,,
,04.07.04.020-0,PERITONIOSTOMIA COM TELA INORGÂNICA,,1,1,,
,04.07.04.021-8,PNEUMOPERITONIO (POR SESSAO,,1,1,,
,04.07.04.022-6,REPARACAO DE OUTRAS HERNIAS,,1,1,,
,04.07.04.023-4,RESSECÇÃO DO EPIPLOM,,1,1,,
,04.07.04.024-2,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERAÇÃO,,1,1,,
,04.07.04.025-0,TRATAMENTO CIRÚRGICO DE PERITONITE,,1,1,,
,04.07.04.026-9,VAGOTOMIA VIDEOLAPAROSCÓPICA,,1,1,,
,04.08.01.001-0,ARTRODESE DE GRANDES ARTICULAÇÕES ESCAPULO-TORÁCICAS,,1,1,,
,04.08.01.002-9,ARTRODESE DE GRANDES ARTICULAÇÕES ESCAPULO-UMERAIS,,1,1,,
,04.08.01.003-7,ARTROPLASTIA ESCAPULO-UMERAL (NÃO CONVENCIONAL,,1,1,,
,04.08.01.004-5,ARTROPLASTIA ESCAPULO-UMERAL PARCIAL,,1,1,,
,04.08.01.005-3,ARTROPLASTIA ESCAPULO-UMERAL TOTAL,,1,1,,
,04.08.01.006-1,ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISÃO / RECONSTRUÇÃO,,1,1,,
,04.08.01.007-0,DESARTICULAÇÃO DA ARTICULAÇÃO ESCAPULO-UMERAL,,1,1,,
,04.08.01.008-8,DESARTICULAÇÃO INTERESCAPULO-TORÁCICA,,1,1,,
,04.08.01.009-6,ESCAPULOPEXIA COM OU SEM OSTEOTOMIA DA ESCAPULA / RESSECÇÃO BARRA OMO-CERVICAL,,1,1,,
,04.08.01.010-0,OSTECTOMIA DA CLAVÍCULA OU DA ESCÁPULA,,1,1,,
,04.08.01.011-8,OSTEOTOMIA DA CLAVÍCULA OU DA ESCÁPULA,,1,1,,
,04.08.01.012-6,REDUCAO INCRUENTA DE FRATURA E FRATURA-LUXACAO AO NIVEL DA CINTURA ESCAPULAR,,1,1,,
,04.08.01.013-4,REDUCAO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXAÇÃO ESCÁPULO-UMERAL,,1,1,,
,04.08.01.014-2,REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS,,1,1,,
,04.08.01.015-0,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,,1,1,,
,04.08.01.016-9,TRATAMENTO CIRURGICO DE FRATURA DO COLO E CAVIDADE GLENOIDE DE ESCAPULA,,1,1,,
,04.08.01.017-7,TRATAMENTO CIRURGICO DE FRATURA DO CORPO DE ESCAPULA,,1,1,,
,04.08.01.018-5,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR,,1,1,,
,04.08.01.019-3,TRATAMENTO CIRÙRGICO DE LUXAÇÁO / FRATURA-LUXAÇÃO ESCÁPULO-UMERAL AGUDA,,1,1,,
,04.08.01.020-7,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO ESTERNO-CLAVICULAR,,1,1,,
,04.08.01.021-5,TRATAMENTO CIRÚRGICO DE LUXAÇÃO RECIDIVANTE / HABITUAL DE ARTICULAÇÃO ESCAPULO-UMERAL,,1,1,,
,04.08.01.022-3,TRATAMENTO CIRÚRGICO DE RETARDO DE CONSOLIDAÇÃO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA,,1,1,,
,04.08.01.023-1,TRATAMENTO CIRÚRGICO DA SÍNDROME DO IMPACTO SUB-ACROMIAL,,1,1,,
,04.08.02.001-6,AMPUTAÇÃO / DESARTICULAÇÃO DE MÃO E PUNHO,,1,1,,
,04.08.02.002-4,AMPUTAÇÃO / DESARTICULAÇÃO DE MEMBROS SUPERIORES,,1,1,,
,04.08.02.003-2,ARTRODESE DE MÉDIAS / GRANDES ARTICULAÇÕES DE MEMBRO SUPERIOR,,1,1,,
,04.08.02.004-0,ARTROPLASTIA DE ARTICULAÇÃO DA MÃO,,1,1,,
,04.08.02.005-9,ARTROPLASTIA DE CABEÇA DO RÁDIO,,1,1,,
,04.08.02.006-7,ARTROPLASTIA DE PUNHO,,1,1,,
,04.08.02.007-5,ARTROPLASTIA TOTAL DE COTOVELO,,1,1,,
,04.08.02.008-3,ARTROPLASTIA TOTAL DE COTOVELO (REVISAO / RECONSTRUCAO,,1,1,,
,04.08.02.009-1,RESSECÇÃO DO OLECRANO E/OU CABEÇA DO RÁDIO,,1,1,,
,04.08.02.010-5,FASCIOTOMIA DE MEMBROS SUPERIORES,,1,1,,
,04.08.02.011-3,INSTALACAO DE TRAÇÃO ESQUELÉTICA DO MEMBRO SUPERIOR,,1,1,,
,04.08.02.012-1,REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MÃO,,1,1,,
,04.08.02.013-0,RECONSTRUÇÃO CAPSULO-LIGAMENTAR DE COTOVELO PUNHO,,1,1,,
,04.08.02.014-8,RECONSTRUÇÃO DE POLIA TENDINOSA DOS DEDOS DA MÃO,,1,1,,
,04.08.02.015-6,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA DE COTOVELO,,1,1,,
,04.08.02.016-4,REDUÇAO INCRUENTA DE FRATURA / LESÃO FISARIA DO EXTREMO PROXIMAL DO ÚMERO,,1,1,,
,04.08.02.017-2,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO,,1,1,,
,04.08.02.018-0,REDUÇÃO INCRUENTA DE FRATURA / LUXAÇÃO DE MONTEGGIA OU DE GALEAZZI,,1,1,,
,04.08.02.019-9,REDUÇÃO INCRUENTA DE FRATURA DA DIÁFISE DO ÚMERO,,1,1,,
,04.08.02.020-2,REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO,,1,1,,
,04.08.02.021-0,REDUÇÃO INCRUENTA DE FRATURA DOS METACARPIANOS,,1,1,,
,04.08.02.022-9,REDUÇÃO INCRUENTA DE LUXAÇÃO / FRATURA-LUXAÇÃO DO COTOVELO,,1,1,,
,04.08.02.024-5,REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO,,1,1,,
,04.08.02.025-3,REIMPLANTE DO OMBRO ATÉ O TERÇO MÉDIO DO ANTEBRAÇO,,1,1,,
,04.08.02.026-1,REIMPLANTE DO TERÇO DISTAL DO ANTEBRAÇO ATÉ OS METACARPIANOS,,1,1,,
,04.08.02.027-0,REIMPLANTE OU REVASCULARIZAÇÃO AO NÍVEL DA MÃO E OUTROS DEDOS (EXCETO POLEGAR,,1,1,,
,04.08.02.028-8,REIMPLANTE OU REVASCULARIZAÇÃO DO POLEGAR,,1,1,,
,04.08.02.029-6,REVISÃO CIRÚGICA DE COTO DE AMPUTAÇÃO DO MEMBRO SUPERIOR (EXCETO MÃO,,1,1,,
,04.08.02.030-0,TENOSINOVECTOMIA EM MEMBRO SUPERIOR,,1,1,,
,04.08.02.031-8,TRANSPOSIÇÃO DA ULNA PARA O RÁDIO,,1,1,,
,04.08.02.032-6,TRATAMENTO CIRÚRGICO DE DEDO EM GATILHO,,1,1,,
,04.08.02.033-4,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO,,1,1,,
,04.08.02.034-2,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO,,1,1,,
,04.08.02.035-0,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DE EPI~CÔNDILO / EPITROCLEA DO ÚMERO,,1,1,,
,04.08.02.036-9,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DO CÔNDILO / TRÓCLEA/APOFISE CORONÓIDE DO ULNA / CABEÇA DO RÁDIO,,1,1,,
,04.08.02.037-7,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,,1,1,,
,04.08.02.038-5,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA SUPRACONDILIANA DO ÚMERO,,1,1,,
,04.08.02.039-3,TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO,,1,1,,
,04.08.02.040-7,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,,1,1,,
,04.08.02.041-5,TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO,,1,1,,
,04.08.02.042-3,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE,,1,1,,
,04.08.02.043-1,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA,,1,1,,
,04.08.02.044-0,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,,1,1,,
,04.08.02.045-8,TRATAMENTO CIRÚRGICO DE FRATURA-LUXAÇÃO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI,,1,1,,
,04.08.02.046-6,TRATAMENTO CIRÚRGICO DE FRATURAS DOS OSSOS DO CARPO,,1,1,,
,04.08.02.047-4,TRATAMENTO CIRÚRGICO DE GIGANTISMO DA MÃO,,1,1,,
,04.08.02.048-2,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO,,1,1,,
,04.08.02.049-0,TRATAMENTO CIRÚRGICO DE LESÃO DA MUSCULATURA INTRÍNSECA DA MÃO,,1,1,,
,04.08.02.050-4,TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISARIA NO MEMBRO SUPERIOR,,1,1,,
,04.08.02.051-2,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA,,1,1,,
,04.08.02.052-0,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXACAO DOS OSSOS DO CARPO,,1,1,,
,04.08.02.053-9,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA,,1,1,,
,04.08.02.054-7,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO,,1,1,,
,04.08.02.055-5,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA MÃO,,1,1,,
,04.08.02.056-3,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO,,1,1,,
,04.08.02.057-1,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ÚMERO,,1,1,,
,04.08.02.058-0,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE AO NÍVEL DO COTOVELO,,1,1,,
,04.08.02.059-8,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÃO METAFISE-EPIFISÁRIA DISTAL DO RÁDIO E ULNA,,1,1,,
,04.08.02.060-1,TRATAMENTO CIRÚRGICO DE PSEUDO-RETARDO / CONSOLIDAÇÃO / PERDA ÓSSEA AO ÍIVEL DO CARPO,,1,1,,
,04.08.02.061-0,TRATAMENTO CIRÚRGICO DE ROTURA / DESINSERÇÃO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MÃO,,1,1,,
,04.08.02.062-8,TRATAMENTO CIRÚRGICO DE SINDACTILIA DA MÃO (POR ESPACO INTERDIGITAL,,1,1,,
,04.08.02.063-6,TRATAMENTO CIRÚRGICO DE SINOSTOSE RÁDIO ULNAR,,1,1,,
,04.08.02.064-4,TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO,,1,1,,
,04.08.03.001-1,ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR CINCO NIVEIS,,1,1,,
,04.08.03.002-0,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR UM NÍVEL,,1,1,,
,04.08.03.003-8,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR DOIS NÍVEIS,,1,1,,
,04.08.03.004-6,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR SEIS NÍVEIS,,1,1,,
,04.08.03.005-4,ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR TRES NÍVEIS,,1,1,,
,04.08.03.006-2,ARTRODESE CERVICAL ANTERIOR TRÊS NIVEIS,,1,1,,
,04.08.03.007-0,ARTRODESE CERVICAL ANTERIOR DOIS NÍVEIS,,1,1,,
,04.08.03.008-9,ARTRODESE CERVICAL ANTERIOR C1-C2 VIA TRANS-ORAL / EXTRA-ORAL,,1,1,,
,04.08.03.009-7,ARTRODESE CERVICAL ANTERIOR CINCO NÍVEIS,,1,1,,
,04.08.03.010-0,ARTRODESE CERVICAL ANTERIOR QUATRO NÍVEIS,,1,1,,
,04.08.03.011-9,ARTRODESE CERVICAL ANTERIOR UM NÍVEL,,1,1,,
,04.08.03.012-7,ARTRODESE CERVICAL POSTERIOR C1-C2,,1,1,,
,04.08.03.013-5,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NÍVEL,,1,1,,
,04.08.03.014-3,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NÍVEIS,,1,1,,
,04.08.03.015-1,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NÍVEIS,,1,1,,
,04.08.03.016-0,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NÍVEIS,,1,1,,
,04.08.03.017-8,ARTRODESE OCCIPTO-CERVICAL (C2 POSTERIOR,,1,1,,
,04.08.03.018-6,ARTRODESE OCCIPTO-CERVICAL (C3POSTERIOR,,1,1,,
,04.08.03.019-4,ARTRODESE OCCIPTO-CERVICAL (C4POSTERIOR,,1,1,,
,04.08.03.020-8,ARTRODESE OCCIPTO-CERVICAL (C5 POSTERIOR,,1,1,,
,04.08.03.021-6,ARTRODESE OCCIPTO-CERVICAL (C6POSTERIOR,,1,1,,
,04.08.03.022-4,ARTRODESE OCCIPTO-CERVICAL (C7 POSTERIOR,,1,1,,
,04.08.03.023-2,ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NÍVEL,,1,1,,
,04.08.03.024-0,ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS,,1,1,,
,04.08.03.025-9,ARTRODESE TORACO-LOMBO-SACRA ANTERIOR,,1,1,,
,04.08.03.026-7,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NÍVEL,,1,1,,
,04.08.03.027-5,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRÊS NIVEIS,,1,1,,
,04.08.03.028-3,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NÍVEIS,,1,1,,
,04.08.03.029-1,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR,,1,1,,
,04.08.03.030-5,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR,,1,1,,
,04.08.03.031-3,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR,,1,1,,
,04.08.03.032-1,ARTRODESE TORACO-LOMBO-SACRA POSTERIOR,,1,1,,
,04.08.03.033-0,COSTO-TRANSVERSECTOMIA,,1,1,,
,04.08.03.034-8,COSTOPLASTIA (3 OU MAIS COSTELAS,,1,1,,
,04.08.03.035-6,DESCOMPRESSÃO DA JUNÇÃO CRANIO-CERVICAL VIA TRANSORAL / RETROFARINGEA,,1,1,,
,04.08.03.036-4,DESCOMPRESSÃO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR,,1,1,,
,04.08.03.037-2,DESCOMPRESSÃO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR C/ DUROPLASTIA,,1,1,,
,04.08.03.038-0,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NÍVEL C/ MICROSCÓPIO,,1,1,,
,04.08.03.039-9,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NÍVEL,,1,1,,
,04.08.03.040-2,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NÍVEIS,,1,1,,
,04.08.03.041-0,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NÍVEIS C/ MICROSCÓPIO,,1,1,,
,04.08.03.042-9,DISCECTOMIA CERVICAL ANTERIOR (ATÉ 2 NÍVEIS C/ MICROSCÓPIO,,1,1,,
,04.08.03.043-7,DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NÍVEL,,1,1,,
,04.08.03.044-5,DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NÍVEIS,,1,1,,
,04.08.03.045-3,DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (C/ 2 OU MAIS NÍVEIS,,1,1,,
,04.08.03.046-1,DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (1 NÍVEL,,1,1,,
,04.08.03.047-0,DRENAGEM CIRÚRGICA DO ILIOPSOAS,,1,1,,
,04.08.03.048-8,INSTALAÇÃO DE TRAÇÃO CRANIANA,,1,1,,
,04.08.03.050-0,RESSECÇÃO DE 2 OU MAIS CORPOS VERTEBRAIS CERVICAIS,,1,1,,
